timestamp,mac,rssi,channel,veces,ssid
2026-03-24 17:19:57,9A:1A:35:13:46:04,-75,6,4,Claro-Fibra-7B
2026-03-24 17:19:57,5A:2F:F7:98:50:7B,-75,11,4,Personal Wifi Zone
2026-03-24 17:19:57,58:2F:F7:98:4F:7F,-75,11,5,Personal-F7A-2.4GHz
2026-03-24 17:19:57,14:57:9F:EF:ED:AC,-77,1,4,CLAROCASA
2026-03-24 17:19:57,90:58:51:8F:88:38,-77,1,4,Fibertel WiFi143 2.4GHz
2026-03-24 17:19:57,B0:EC:DD:EE:A0:84,-77,4,4,Clarointernet
2026-03-24 17:19:57,C2:F9:B0:72:A1:94,-77,5,4,Claro-Fibra-3PA
2026-03-24 17:19:57,7A:EB:46:73:61:C0,-77,6,5,Fibertel WiFi269 2.4GHz
2026-03-24 17:19:57,96:90:10:D4:BC:94,-78,2,5,Clarojbk
2026-03-24 17:19:57,B8:8C:2B:68:96:25,-78,11,4,Baucerowifi-2.4Ghz
2026-03-24 17:19:57,CA:84:CF:9A:42:48,-79,6,4,Roque
2026-03-24 17:19:57,BA:8C:2B:68:96:21,-79,11,2,Personal Wifi Zone
2026-03-24 17:19:57,96:90:10:D4:BC:97,-80,2,5,HIDDEN
2026-03-24 17:19:57,F0:9B:B8:BD:05:2C,-80,3,2,Bonzi
2026-03-24 17:19:57,0A:02:05:5E:86:48,-80,4,2,Regis
2026-03-24 17:19:57,A4:BD:C4:C5:DD:8C,-80,5,4,JUANDEGARAY
2026-03-24 17:19:57,C2:F9:B0:72:A1:97,-80,5,5,HIDDEN
2026-03-24 17:19:57,6C:D8:19:B6:6A:18,-80,6,5,fh_b66a18
2026-03-24 17:19:57,FC:73:FB:45:44:1C,-81,2,1,franciA1
2026-03-24 17:19:57,7A:EB:46:73:61:C3,-81,6,5,Personal Wifi Zone
2026-03-24 17:19:57,84:46:FE:99:40:10,-81,9,3,CLAROCASA
2026-03-24 17:19:57,F2:81:75:22:01:B7,-83,1,4,Personal Wifi Zone
2026-03-24 17:19:57,92:58:51:8F:88:3C,-83,1,5,Personal Wifi Zone
2026-03-24 17:19:57,C2:E1:BE:77:77:DF,-84,1,3,HIDDEN
2026-03-24 17:19:57,F8:08:4F:3D:A0:84,-84,1,3,Fibertel WiFi353 2.4GHz
2026-03-24 17:19:57,44:22:7C:AE:95:6C,-84,3,3,Alcober
2026-03-24 17:19:57,C2:E1:BE:77:77:DC,-85,1,5,ClaroFibra5
2026-03-24 17:19:57,98:1E:19:BB:16:50,-85,11,3,Fibertel WiFi053 2.4GHz
2026-03-24 17:19:57,08:7E:64:93:84:D0,-85,11,3,Fibertel WiFi976 2.4GHz
2026-03-24 17:19:57,F0:81:75:22:00:B3,-86,1,4,Wifi pochi
2026-03-24 17:19:57,2E:0B:AB:4C:B0:13,-86,6,3,Personal Wifi Zone
2026-03-24 17:19:57,00:31:92:08:5D:20,-86,6,2,Fibertel WiFi640 2.4GHz_EXT
2026-03-24 17:19:57,CE:F3:C8:15:60:EC,-87,1,5,Personal Wifi Zone
2026-03-24 17:19:57,6C:D8:19:B6:02:80,-87,1,5,fh_b60280
2026-03-24 17:19:57,62:88:C7:1B:18:CB,-87,6,2,Personal Wifi Zone
2026-03-24 17:19:57,BA:85:7B:94:62:5F,-87,11,1,HIDDEN
2026-03-24 17:19:57,B2:C7:87:C2:96:27,-88,1,4,Personal Wifi Zone
